序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平
513,18,大一,电气与信息大类,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,4,2,2,2,3,1,1,2,2,1,1,2,3,1,3,1,2,2,2,1,2,1,2,1,3,1,2,1,4,3,2,3,4,2,3,2,2,3,2,2,2,2,2,3,2,3,4,2,1,1,1,1,1,1,1,力量训练,4.0,60.0,7.0,20.0,5.0,30.0,360.0,2.17,2.3,2.0,2.22,1.8,2.1,2.1,240.0,140.0,150.0,1920.0,560.0,495.0,2975.0,3
515,23,硕士一年级,工业工程与管理,1,2,3,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,2,2,2,1,2,2,2,2,2,2,4,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,-2,1,健身,6.0,30.0,7.0,30.0,0.0,,500.0,2.17,1.9,1.91,1.89,2.1,1.6,1.94,180.0,210.0,,1440.0,840.0,,,2
522,23,2020级,土木水利,2,2,3,3,3,4,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,2,走路,0.0,0.0,0.0,0.0,7.0,60.0,,2.17,2.1,2.0,2.11,2.0,2.0,2.06,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2
524,18,2020级,土木类建筑工程方向,2,2,1,2,2,3,2,2,2,3,2,2,1,4,1,1,2,4,2,3,2,1,2,3,1,2,2,2,2,4,2,3,2,2,1,2,2,2,4,1,3,1,2,2,2,4,4,2,2,2,4,4,3,3,3,2,2,2,2,2,4,2,2,2,3,4,4,1,1,1,1,1,1,1,慢跑，网球,3.0,20.0,7.0,10.0,7.0,30.0,240.0,2.0,2.8,1.64,2.56,2.7,2.8,2.39,60.0,70.0,210.0,480.0,280.0,693.0,1453.0,2
529,24,2020,管理科学与工程,2,1,3,3,1,3,2,2,1,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,慢跑,1.0,20.0,3.0,3.0,4.0,50.0,400.0,2.0,1.8,1.91,2.0,2.0,2.0,1.95,20.0,9.0,200.0,160.0,36.0,660.0,856.0,2
530,22,2021级,管理科学与工程,1,1,4,3,2,4,2,3,2,2,3,3,2,2,3,2,2,3,2,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,2,-2,2,无,0.0,0.0,0.0,0.0,0.0,,,2.92,2.9,2.82,2.78,2.9,2.9,2.87,0.0,0.0,,0.0,0.0,,,1
535,21,2018,材料,2,2,3,2,1,5,1,4,2,2,3,2,2,1,1,2,3,2,3,2,4,4,4,3,2,3,2,2,2,2,2,3,2,2,2,2,1,4,5,5,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,4,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,HIT 跳舞 一些基础的力量训练,5.0,30.0,7.0,60.0,7.0,50.0,150.0,2.75,2.2,2.55,2.33,2.7,2.4,2.5,150.0,420.0,350.0,1200.0,1680.0,1155.0,4035.0,3
537,21,2018,材料化学,1,2,3,3,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,3,2,2,1,1,2,2,3,3,3,1,2,2,3,3,3,2,3,2,2,3,3,3,1,2,2,3,2,3,3,3,4,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.17,2.4,2.09,2.33,2.0,1.5,2.08,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1
540,19,大一,土木,1,2,3,3,2,5,3,2,1,2,4,4,3,3,3,2,4,2,3,3,3,4,2,3,4,2,3,3,2,2,4,4,3,2,3,2,3,4,2,3,2,3,2,3,2,4,2,4,2,3,4,4,4,3,2,2,4,3,3,2,3,4,2,4,3,4,3,2,-2,2,-2,2,-2,1,无,0.0,0.0,0.0,0.0,0.0,,540.0,3.17,2.7,3.09,2.89,2.8,3.0,2.95,0.0,0.0,,0.0,0.0,,,1
543,19,2021级,工程与能源,1,2,3,3,1,3,2,2,2,1,3,2,2,2,1,1,1,4,4,1,2,3,2,3,2,3,3,4,2,1,3,1,3,5,2,2,2,2,3,5,2,1,2,2,2,3,2,2,4,2,1,3,3,2,5,2,2,1,2,1,1,3,4,2,3,3,2,1,1,2,-2,1,1,1,跑步、篮球,3.0,30.0,0.0,0.0,7.0,25.0,600.0,3.17,1.9,1.91,2.33,2.2,2.5,2.35,90.0,0.0,175.0,720.0,0.0,577.5,1297.5,2
547,22,2017,物流工程与管理,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,2.0,15.0,7.0,20.0,7.0,40.0,540.0,2.17,2.1,2.0,2.0,2.3,2.0,2.1,30.0,140.0,280.0,240.0,560.0,924.0,1724.0,2
549,18,21级,经济学类,2,2,2,3,2,3,3,2,2,2,3,2,2,2,2,1,2,2,2,3,2,2,2,4,1,3,3,2,2,2,3,3,3,3,2,2,3,2,4,2,2,2,2,2,2,1,3,2,2,1,2,4,2,2,2,2,2,2,2,2,4,3,1,2,2,2,4,1,1,1,1,1,1,2,跑步,3.0,20.0,7.0,20.0,7.0,20.0,,2.25,2.4,1.73,2.67,2.9,1.9,2.29,60.0,140.0,140.0,480.0,560.0,462.0,1502.0,3
550,19,大一,管理与经济,2,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,跑步，走路,2.0,20.0,7.0,60.0,7.0,60.0,,2.83,3.1,2.27,2.78,2.8,2.5,2.71,40.0,420.0,420.0,320.0,1680.0,1386.0,3386.0,3
551,28,2021,物流工程与管理,1,2,4,3,2,4,3,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,4,3,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,2.0,30.0,7.0,40.0,500.0,2.17,2.1,2.18,2.22,2.3,2.2,2.19,0.0,60.0,280.0,0.0,240.0,924.0,1164.0,2
556,20,2020级,自动化专业,1,1,4,3,1,3,2,1,1,2,3,2,1,2,1,1,1,2,2,3,2,2,2,3,2,4,2,3,3,2,3,1,2,3,2,2,1,2,5,3,2,1,1,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,1,1,2,-2,1,1,2,散步 打球,1.0,90.0,0.0,0.0,6.0,50.0,,2.58,1.8,1.64,2.33,2.7,2.0,2.18,90.0,0.0,300.0,720.0,0.0,990.0,1710.0,2
557,18,大一,管理与经济,1,2,3,3,2,3,2,3,2,1,3,3,1,2,2,1,2,3,2,4,1,2,2,3,2,3,3,2,2,2,3,1,1,2,2,2,1,2,2,3,3,2,1,2,3,2,1,2,3,2,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,排球，跑步,2.0,30.0,7.0,30.0,7.0,40.0,300.0,2.42,2.2,1.73,2.22,1.7,2.4,2.11,60.0,210.0,280.0,480.0,840.0,924.0,2244.0,2
560,21,2018级,公共管理,2,1,3,4,2,2,3,3,1,3,4,3,3,3,2,1,1,2,2,4,2,1,2,2,1,2,2,3,3,2,4,3,1,2,3,4,2,2,4,2,2,2,1,2,1,3,2,2,4,2,4,4,3,1,2,1,2,1,2,1,1,2,3,1,1,1,1,2,-2,1,1,1,1,1,散步,0.0,0.0,7.0,20.0,4.0,30.0,480.0,2.75,2.7,1.91,2.22,2.0,1.5,2.19,0.0,140.0,120.0,0.0,560.0,396.0,956.0,2
563,18,2021,环化与健康,1,2,3,3,2,5,1,1,1,1,3,1,1,1,1,3,3,3,3,1,3,1,2,1,2,4,1,1,1,1,3,1,3,3,4,1,1,2,5,4,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,1,3,2,2,4,2,1,1,1,1,3,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,5.0,30.0,,2.5,1.2,1.64,1.78,2.7,1.5,1.9,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2
564,19,大一,电气与信息,1,2,3,2,1,2,2,4,2,2,3,2,3,3,1,1,1,2,1,3,2,2,2,3,1,4,2,1,2,2,3,1,2,2,2,4,2,2,5,3,2,1,1,3,4,2,2,3,4,1,3,3,2,1,3,1,3,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,30.0,7.0,60.0,480.0,2.33,2.3,1.55,2.11,2.8,1.7,2.13,90.0,210.0,420.0,720.0,840.0,1386.0,2946.0,3
565,18,21级,电气信息,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,2,-2,2,无,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,,,1
567,22,2021级,物流工程与管理,2,2,3,3,2,2,2,3,2,2,2,3,2,1,2,1,2,3,1,2,2,2,3,3,2,3,1,2,3,2,3,1,3,2,2,3,3,2,4,3,3,1,1,1,2,1,1,1,3,1,3,4,2,1,3,1,1,1,1,1,1,2,2,2,3,4,2,2,-2,1,1,1,1,1,走路,0.0,0.0,7.0,30.0,7.0,20.0,120.0,2.25,2.2,1.82,2.11,1.9,2.1,2.06,0.0,210.0,140.0,0.0,840.0,462.0,1302.0,2
573,18,大一,环境,2,1,3,3,2,3,3,3,4,3,3,3,3,4,4,1,3,5,3,5,3,2,4,5,4,5,3,5,4,4,4,4,3,4,5,5,4,3,3,3,4,3,3,4,3,3,4,4,3,4,4,5,4,3,3,3,3,3,5,3,5,3,3,2,3,3,1,2,-2,2,-2,1,1,2,跑步,0.0,0.0,0.0,0.0,3.0,30.0,,3.5,3.9,3.0,3.78,3.6,3.4,3.52,0.0,0.0,90.0,0.0,0.0,297.0,297.0,1
574,17,大一,管理与经济,2,1,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,2,3,3,4,2,3,2,3,3,3,4,3,4,4,4,2,4,2,2,3,3,3,3,3,1,2,3,4,3,3,3,3,3,5,3,2,3,3,3,4,4,3,1,1,1,1,1,1,1,跑步,7.0,60.0,7.0,30.0,7.0,30.0,600.0,3.08,2.5,3.27,2.78,3.0,3.1,2.97,420.0,210.0,210.0,3360.0,840.0,693.0,4893.0,3
580,19,20,自动化,2,2,3,2,2,4,2,2,2,3,1,2,2,3,1,2,2,1,1,3,3,2,3,2,1,4,3,1,3,2,3,4,4,3,2,3,3,2,4,1,2,1,3,3,2,2,2,3,1,2,3,3,3,2,1,3,4,2,4,3,4,3,2,1,1,1,3,2,-2,2,-2,1,1,2,步行、滑板,0.0,0.0,0.0,0.0,5.0,30.0,,1.83,2.8,1.91,2.89,3.4,1.7,2.39,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2
584,24,2020级,土木水利,2,1,3,3,1,2,2,4,1,2,4,4,2,3,2,2,2,2,3,3,2,3,3,2,1,2,1,1,2,2,2,3,3,2,1,2,1,1,2,3,2,1,1,2,2,3,2,2,3,1,2,3,3,1,2,2,1,1,2,2,2,1,2,2,3,3,3,2,-2,2,-2,1,1,1,爬楼、跑步,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.42,2.3,1.82,2.11,2.1,1.9,2.11,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1
598,23,研一,土木水利,2,1,4,3,2,4,2,4,1,2,4,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,1.0,40.0,3.0,40.0,300.0,2.33,2.3,2.18,2.0,2.0,2.0,2.15,0.0,40.0,120.0,0.0,160.0,396.0,556.0,1
600,23,2020,土木水利,1,1,4,3,1,3,2,3,2,2,3,3,2,3,3,1,2,2,2,3,3,2,2,3,3,3,3,2,2,2,3,1,2,2,3,2,3,2,5,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,1,1,1,1,1,1,1,篮球,2.0,90.0,5.0,20.0,7.0,10.0,500.0,2.67,2.4,2.18,2.56,2.7,2.6,2.52,180.0,100.0,70.0,1440.0,400.0,231.0,2071.0,2
602,19,21级,电气与信息类,1,1,4,3,1,2,2,3,2,1,2,2,1,2,1,1,1,3,1,2,1,2,3,2,1,1,3,1,1,2,3,3,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,3,3,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,-2,1,1,1,跑步,2.0,90.0,0.0,0.0,3.0,60.0,720.0,1.58,2.2,1.27,2.0,1.5,1.7,1.69,180.0,0.0,180.0,1440.0,0.0,594.0,2034.0,2
603,22,研二,土木水利,2,2,2,2,2,5,3,2,1,1,3,3,3,2,2,1,1,2,3,2,4,3,2,4,2,3,2,2,1,2,2,1,2,2,1,2,1,1,5,4,1,1,1,2,1,4,1,1,4,2,3,4,1,3,4,1,1,1,1,1,1,1,4,2,5,5,2,1,1,1,1,1,1,1,瑜伽,4.0,60.0,7.0,30.0,4.0,20.0,480.0,2.83,1.6,2.09,2.0,2.1,2.6,2.23,240.0,210.0,80.0,1920.0,840.0,264.0,3024.0,3
604,22,20级,土木水利,2,2,2,3,1,4,2,3,2,3,2,3,4,4,2,1,3,3,2,3,3,4,4,3,2,3,3,2,3,3,4,3,2,2,4,3,2,1,4,2,3,2,1,4,3,3,2,4,2,2,3,3,3,4,2,2,4,2,3,2,2,3,1,4,2,2,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,3.0,15.0,540.0,2.67,2.7,2.36,2.89,3.0,2.7,2.71,0.0,0.0,45.0,0.0,0.0,148.5,148.5,1
605,18,大一,管理与经济,2,1,3,3,2,2,2,1,3,3,1,2,4,4,4,1,1,1,1,3,3,2,3,2,2,2,1,1,2,1,1,5,1,4,2,3,1,3,3,3,3,1,2,2,2,2,3,2,2,2,3,2,1,1,1,2,3,2,2,2,5,2,2,1,2,2,2,2,-2,2,-2,1,1,1,走路，跑步,0.0,0.0,0.0,0.0,7.0,75.0,480.0,1.75,2.5,2.09,2.22,2.7,1.8,2.16,0.0,0.0,525.0,0.0,0.0,1732.5,1732.5,2
606,18,大一,电气信息,1,2,3,3,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,3.0,40.0,3.0,15.0,7.0,30.0,300.0,2.17,2.4,2.0,2.0,2.5,2.1,2.19,120.0,45.0,210.0,960.0,180.0,693.0,1833.0,3
618,22,2021,管科,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,4,2,1,1,1,1,2,2,2,2,2,2,1,1,4,1,1,1,1,1,1,1,跳舞,1.0,0.0,5.0,20.0,7.0,120.0,480.0,2.08,2.3,1.73,1.89,2.0,1.8,1.97,0.0,100.0,840.0,0.0,400.0,2772.0,3172.0,3
619,24,2020,管科,1,1,3,3,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,1.33,1.4,1.09,1.0,1.0,1.0,1.15,0.0,0.0,,0.0,0.0,,,1
622,19,2020,法学,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,2,2,2,4,2,3,3,3,3,3,3,4,3,3,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,1.0,30.0,1.0,30.0,5.0,30.0,60.0,2.58,2.4,2.27,2.11,2.6,2.1,2.35,30.0,30.0,150.0,240.0,120.0,495.0,855.0,2
623,19,大二,法学,2,2,2,2,2,4,2,3,1,2,3,4,3,3,4,1,2,2,4,3,4,2,3,2,2,4,1,1,3,3,3,3,4,5,4,2,1,3,4,3,2,2,1,2,2,4,3,2,4,1,1,3,4,1,1,4,2,3,3,2,1,2,1,2,2,1,2,2,-2,2,-2,1,1,1,羽毛球，跳绳,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.92,2.6,2.18,2.56,2.8,2.0,2.52,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1
624,19,2020级,机械类,1,2,3,3,1,4,1,2,3,2,3,2,2,3,4,2,3,1,1,4,3,3,2,4,4,4,2,1,3,3,4,3,3,3,3,2,3,2,3,4,3,2,3,2,2,2,2,1,2,1,3,4,4,1,3,2,2,3,2,3,2,3,3,3,3,3,2,1,1,2,-2,1,1,2,长跑,3.0,40.0,0.0,0.0,7.0,60.0,,2.33,3.0,2.55,3.11,2.4,2.4,2.61,120.0,0.0,420.0,960.0,0.0,1386.0,2346.0,3
626,22,研一,管理科学与工程,2,2,3,2,3,5,3,3,2,3,2,2,3,3,4,2,2,3,2,3,2,3,3,4,2,4,3,2,4,3,4,3,3,3,2,3,2,2,4,2,2,2,1,3,3,2,3,3,2,2,4,4,3,3,2,3,3,1,2,2,1,3,2,2,2,2,2,2,-2,1,1,1,1,2,快走,0.0,0.0,2.0,10.0,7.0,20.0,,2.58,2.9,2.36,3.0,2.8,2.3,2.65,0.0,20.0,140.0,0.0,80.0,462.0,542.0,2
628,19,大二,电气,2,2,3,3,2,4,2,3,1,1,4,2,2,2,1,1,1,2,1,4,2,2,3,2,1,1,3,1,1,2,3,4,2,2,2,4,1,2,2,3,2,1,2,1,2,2,1,1,4,1,4,3,3,2,3,2,1,1,2,1,2,2,1,1,2,2,3,1,1,1,1,1,1,1,长跑,3.0,45.0,5.0,60.0,7.0,60.0,300.0,2.33,2.5,1.55,2.22,1.7,1.9,2.03,135.0,300.0,420.0,1080.0,1200.0,1386.0,3666.0,3
629,18,大二,建筑工程,1,2,3,3,2,2,2,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-2,2,-2,1,1,2,电子竞技,0.0,0.0,0.0,0.0,6.0,60.0,,1.25,1.5,1.0,1.0,1.1,1.0,1.15,0.0,0.0,360.0,0.0,0.0,1188.0,1188.0,2
630,19,2020,化学化工,1,2,3,3,2,5,2,1,1,3,2,2,4,4,1,1,1,2,1,4,4,1,4,4,1,2,2,1,3,3,2,3,1,3,4,2,1,3,4,1,1,2,1,3,1,1,2,3,2,3,1,3,3,1,2,1,2,2,4,2,2,1,1,5,1,1,5,1,1,1,1,1,1,1,篮球跑步,3.0,39.0,2.0,40.0,7.0,60.0,360.0,2.33,2.3,2.18,2.44,2.9,1.3,2.24,117.0,80.0,420.0,936.0,320.0,1386.0,2642.0,3
631,18,大一,电气信息,1,2,2,3,2,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1,3,1,3,2,2,2,1,1,1,3,1,3,1,1,1,1,1,1,1,3,2,-2,1,1,1,1,1,打球，打游戏,0.0,0.0,4.0,20.0,3.0,20.0,600.0,1.58,1.5,1.45,1.22,1.9,1.0,1.45,0.0,80.0,60.0,0.0,320.0,198.0,518.0,2
635,23,2021,管理科学与工程,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,,,1
637,20,大二,土木,1,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,2,篮球,0.0,0.0,7.0,30.0,7.0,30.0,,2.17,2.0,2.0,2.0,2.0,2.0,2.03,0.0,210.0,210.0,0.0,840.0,693.0,1533.0,2
638,20,2020,材控,1,2,3,3,2,5,3,3,2,2,2,2,3,2,4,2,2,4,1,4,4,3,1,3,2,4,2,4,4,3,5,2,3,3,4,3,3,4,5,4,2,3,3,3,4,2,2,2,3,3,3,4,5,1,2,2,2,4,2,2,2,2,2,3,2,3,3,2,-2,2,-2,1,1,2,无,0.0,0.0,0.0,0.0,5.0,30.0,,3.0,3.0,3.0,2.67,2.9,2.6,2.87,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2
639,18,大二,视觉传达设计,2,1,4,3,3,4,2,2,1,3,2,1,1,2,2,3,3,3,3,3,5,2,3,2,1,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,3,1,2,1,1,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,打太极,1.0,100.0,7.0,15.0,5.0,30.0,500.0,2.67,2.3,2.82,2.78,2.4,2.7,2.61,100.0,105.0,150.0,800.0,420.0,495.0,1715.0,2
640,20,2020,建筑工程,1,2,2,3,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,慢跑,4.0,30.0,4.0,60.0,7.0,30.0,240.0,1.83,1.9,1.73,1.67,1.9,1.8,1.81,120.0,240.0,210.0,960.0,960.0,693.0,2613.0,3
641,18,大一,数理,1,1,3,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,自行车,5.0,80.0,7.0,20.0,7.0,80.0,360.0,1.0,1.6,1.0,1.0,1.0,1.0,1.1,400.0,140.0,560.0,3200.0,560.0,1848.0,5608.0,3
643,23,2021级,物流工程与管理,2,1,3,2,2,4,3,3,1,4,3,3,3,4,1,1,1,2,1,2,1,3,4,3,3,4,2,1,2,1,3,3,3,3,3,3,1,1,4,2,1,1,1,3,3,1,3,3,2,1,3,3,3,1,1,1,1,1,3,1,1,3,1,1,2,2,4,1,1,2,-2,1,1,1,羽毛球,3.0,180.0,0.0,0.0,7.0,7.0,3600.0,2.33,2.4,1.36,2.56,2.9,1.8,2.21,540.0,0.0,49.0,4320.0,0.0,161.7,4481.7,3
646,23,2020,土木水利,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,散步,0.0,0.0,2.0,20.0,5.0,25.0,480.0,1.75,2.0,2.0,2.0,2.0,2.0,1.95,0.0,40.0,125.0,0.0,160.0,412.5,572.5,2
648,21,研一,物流工程与管理,2,1,3,3,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,4,2,3,3,3,2,3,3,3,2,4,3,4,3,3,2,3,4,3,3,5,3,2,3,3,3,2,2,2,3,4,4,4,4,2,-2,2,-2,1,1,2,walk,0.0,0.0,0.0,0.0,5.0,60.0,,2.33,2.7,3.0,2.33,2.8,3.3,2.74,0.0,0.0,300.0,0.0,0.0,990.0,990.0,2
653,24,研二,土木水利,1,2,3,3,2,4,4,2,2,3,3,1,3,1,4,3,3,3,1,2,1,4,2,3,4,5,3,4,1,2,3,3,3,5,3,3,3,3,2,4,5,4,5,3,4,2,1,5,3,3,1,3,5,3,4,4,3,2,3,3,3,3,4,3,4,3,2,1,1,1,1,1,1,1,跑步,0.0,0.0,0.0,0.0,0.0,,,3.08,2.8,3.18,3.0,2.8,3.3,3.03,0.0,0.0,,0.0,0.0,,,1
655,18,2021,工程与能源大类,2,2,2,2,2,3,2,2,1,2,3,3,3,3,3,1,2,3,3,4,3,2,2,3,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,3,2,2,2,2,2,3,2,3,4,2,4,3,2,3,4,3,3,1,3,3,2,3,3,3,2,3,3,1,1,1,1,1,1,1,有氧运动,2.0,50.0,7.0,20.0,7.0,50.0,480.0,2.75,2.1,2.27,2.56,2.2,2.3,2.37,100.0,140.0,350.0,800.0,560.0,1155.0,2515.0,2
657,21,2021级,物流工程与管理,1,1,4,3,1,4,3,2,2,2,1,3,2,5,1,1,1,2,1,4,2,3,2,3,1,4,3,2,4,3,4,1,1,1,4,3,2,2,4,1,3,2,3,2,2,2,1,2,2,1,1,4,4,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,-2,2,-2,2,-2,2,羽毛球，乒乓球,0.0,0.0,0.0,0.0,0.0,,,2.42,2.2,1.73,2.89,2.1,1.9,2.19,0.0,0.0,,0.0,0.0,,,1
