,序号,年龄,年级,专业,性别,家庭所在地,家庭经济情况,学习成绩,对待体育活动的态度,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,IPAQ_1,IPAQ_2,IPAQ_3,IPAQ_4,IPAQ_5,IPAQ_6,IPAQ_7,运动项目,剧烈运动天数,剧烈运动单日分钟数,适度运动天数,适度运动单日分钟数,步行天数,步行单日分钟数,工作日久坐分钟数,认知,人际,情感,公正,节制,超越,积极心理品质得分,剧烈运动一周分钟数,适度运动一周分钟数,步行一周分钟数,剧烈运动MET,适度运动MET,步行MET,总MET,身体活动水平,类别
170,411,22,2021,物流工程与管理,1,1,3,3,3,4,1,2,2,1,1,1,1,2,1,1,3,2,2,3,1,1,2,4,2,4,1,2,3,2,3,2,1,2,2,1,1,4,5,1,1,2,1,1,2,1,1,2,2,1,1,1,1,5,2,2,2,2,4,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,瑜伽垫的有氧，hiit，跳绳,2.0,60.0,7.0,10.0,7.0,35.0,360.0,3.08,3.3,3.45,2.89,2.5,3.2,3.08,120.0,70.0,245.0,960.0,280.0,808.5,2048.5,2,2
171,414,19,20,工程管理（智能建造）,0,0,2,2,3,3,2,2,1,2,1,2,4,4,2,1,1,3,1,4,2,3,1,3,2,3,2,1,2,2,3,4,1,3,4,3,2,2,3,2,2,2,1,1,3,1,1,2,3,3,4,4,2,1,3,2,1,2,3,1,3,3,3,4,2,2,3,1,1,1,1,1,1,1,跑步,2.0,30.0,3.0,10.0,7.0,15.0,480.0,2.83,2.4,2.64,2.56,2.7,3.0,2.69,60.0,30.0,105.0,480.0,120.0,346.5,946.5,2,2
172,416,22,21级,管理科学与工程,0,1,2,2,3,5,3,3,1,2,4,2,3,3,5,2,2,1,3,4,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,2,5,5,3,1,3,3,4,3,4,4,4,3,4,4,5,1,4,2,4,1,5,4,5,4,4,4,1,1,5,1,1,2,-2,1,1,1,排球,1.0,180.0,0.0,0.0,5.0,180.0,540.0,1.33,1.7000000000000002,1.82,1.56,0.7999999999999998,2.7,1.65,180.0,0.0,900.0,1440.0,0.0,2970.0,4410.0,2,3
173,425,23,2021,工业工程与管理,1,1,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,1,1,1,1,2,3,1,2,-2,2,-2,1,1,1,快速走,0.0,0.0,0.0,0.0,5.0,60.0,420.0,3.5,3.3,3.64,3.33,3.8,3.2,3.47,0.0,0.0,300.0,0.0,0.0,990.0,990.0,2,3
174,426,23,2020,管理科学与工程,0,0,2,2,2,4,2,3,2,2,3,2,2,2,3,2,2,2,3,3,2,3,3,3,2,4,2,3,3,2,3,2,2,3,3,2,2,2,4,4,3,3,2,2,3,2,2,2,3,1,2,3,3,3,4,2,2,3,2,2,2,2,4,2,2,3,2,2,-2,2,-2,1,1,1,羽毛球,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.0,2.6,2.64,2.56,2.6,2.5,2.47,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1,3
175,428,24,2020级,管理科学与工程（工程管理）,1,1,2,2,1,4,2,4,2,2,3,3,3,3,2,1,3,4,2,2,3,2,2,3,2,3,4,2,1,3,2,3,4,2,2,4,2,4,4,2,4,4,4,2,4,2,4,2,4,2,2,4,4,2,2,3,2,3,2,3,4,4,1,4,3,4,4,2,-2,2,-2,1,1,2,羽毛球,0.0,0.0,0.0,0.0,2.0,20.0,,2.58,2.4,2.27,1.89,1.7999999999999998,1.7999999999999998,2.15,0.0,0.0,40.0,0.0,0.0,132.0,132.0,1,3
176,429,19,大二,工程造价,0,0,3,2,2,3,3,4,1,3,2,2,2,1,3,1,1,2,2,5,2,5,3,3,3,3,4,3,4,3,4,2,3,2,3,4,2,4,3,3,3,4,1,2,3,3,3,2,2,3,2,3,3,3,1,2,2,2,1,2,4,2,2,3,3,3,3,2,-2,1,1,1,1,1,跑步,0.0,0.0,1.0,30.0,7.0,120.0,480.0,2.5,2.3,2.09,2.67,2.4,2.1,2.34,0.0,30.0,840.0,0.0,120.0,2772.0,2892.0,2,3
178,440,25,2020级,管理科学与工程,0,0,1,2,1,4,3,4,3,2,4,4,2,3,4,2,2,3,4,4,4,3,2,4,5,4,4,4,3,3,4,1,2,4,4,3,3,2,4,4,3,3,3,1,3,2,2,2,4,2,2,4,4,2,4,2,2,4,2,2,2,3,4,4,3,3,4,2,-2,1,1,1,1,1,无,0.0,0.0,7.0,10.0,5.0,15.0,500.0,1.33,2.0,2.0,2.0,2.5,1.7999999999999998,1.92,0.0,70.0,75.0,0.0,280.0,247.5,527.5,1,3
179,443,22,研一,管理科学与工程,0,0,2,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-2,2,-2,1,1,1,步行,0.0,0.0,0.0,0.0,7.0,120.0,600.0,2.0,2.2,2.0,2.0,2.0,2.0,2.03,0.0,0.0,840.0,0.0,0.0,2772.0,2772.0,2,3
180,448,22,2021级,管理科学与工程,0,1,2,3,3,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,3,1,1,1,3,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,3,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,跑步,2.0,15.0,7.0,15.0,7.0,20.0,,3.67,3.6,3.45,3.67,3.1,3.4,3.48,30.0,105.0,140.0,240.0,420.0,462.0,1122.0,2,3
182,455,22,2021,物流工程与管理,1,1,2,2,2,5,2,2,2,2,4,2,2,2,2,2,2,3,3,3,2,3,2,3,2,4,2,1,3,3,4,2,2,3,2,3,2,2,4,3,3,2,3,3,2,3,2,2,3,2,3,4,3,2,2,2,3,2,3,3,1,3,4,3,3,3,2,1,1,1,1,1,1,1,跑步,3.0,60.0,7.0,15.0,7.0,60.0,240.0,2.33,2.5,2.55,2.11,2.4,2.5,2.4,180.0,105.0,420.0,1440.0,420.0,1386.0,3246.0,3,2
183,459,24,2019,工程财务与造价管理,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,2,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,2,2,2,3,3,4,1,1,1,1,2,-2,1,跑步、乒乓球,1.0,40.0,1.0,20.0,0.0,0.0,420.0,2.58,2.8,2.82,2.78,2.9,2.6,2.74,40.0,20.0,0.0,320.0,80.0,0.0,400.0,1,2
184,460,27,研一,物流与工程管理,1,1,2,2,3,4,2,4,3,2,2,2,4,2,2,1,2,3,2,3,1,2,2,3,2,3,2,2,3,2,4,2,2,2,2,4,3,1,3,2,3,2,2,2,3,3,2,2,3,2,3,3,3,2,2,2,1,1,2,3,3,2,4,3,3,3,2,1,1,2,-2,1,1,1,打网球、羽毛球、跑步,2.0,60.0,0.0,0.0,5.0,30.0,420.0,2.67,2.3,2.82,2.44,2.6,2.5,2.56,120.0,0.0,150.0,960.0,0.0,495.0,1455.0,2,2
186,470,24,2020,管理科学与工程,1,1,2,2,3,4,2,3,2,2,3,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,羽毛球,1.0,120.0,1.0,60.0,7.0,60.0,500.0,2.67,2.9,2.91,3.0,3.0,2.9,2.89,120.0,60.0,420.0,960.0,240.0,1386.0,2586.0,2,2
187,471,22,研一,物流工程与管理,0,0,2,2,3,3,2,3,2,1,2,3,2,2,2,2,1,3,2,3,2,2,3,3,2,3,3,2,2,2,3,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,2,4,2,4,4,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,锻炼身体,2.0,60.0,7.0,15.0,7.0,15.0,240.0,2.5,3.0,2.91,2.33,2.8,2.4,2.66,120.0,105.0,105.0,960.0,420.0,346.5,1726.5,2,2
188,475,24,研一,土木水利,0,0,2,4,3,5,2,3,1,1,3,2,3,2,3,2,3,3,3,1,3,3,3,3,2,1,3,3,1,1,3,2,3,3,1,3,2,2,1,3,1,4,3,3,1,4,3,2,3,2,3,4,1,4,3,3,2,3,3,3,3,3,3,4,4,4,3,1,1,1,1,1,1,1,羽毛球,1.0,180.0,1.0,30.0,2.0,30.0,480.0,2.42,3.2,2.09,2.0,2.5,2.1,2.39,180.0,30.0,60.0,1440.0,120.0,198.0,1758.0,1,2
189,476,23,研一,物流工程与管理,1,0,1,2,2,4,2,4,1,1,3,3,2,2,2,1,1,2,3,3,4,2,2,4,4,4,3,4,3,2,3,2,3,3,3,3,1,3,4,1,1,2,3,4,4,2,2,4,1,1,2,2,3,3,3,2,2,2,3,2,4,2,2,2,1,1,4,2,-2,2,-2,1,1,1,打乒乓球,0.0,0.0,0.0,0.0,7.0,50.0,100.0,2.17,2.8,2.91,2.56,1.7999999999999998,2.7,2.48,0.0,0.0,350.0,0.0,0.0,1155.0,1155.0,2,3
190,477,23,2020级,土木水利,1,0,1,2,3,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,2,2,2,2,2,2,3,2,3,2,2,3,1,2,3,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步，跳绳,2.0,30.0,2.0,60.0,7.0,60.0,360.0,3.0,3.0,3.09,2.78,2.7,3.0,2.94,60.0,120.0,420.0,480.0,480.0,1386.0,2346.0,2,3
191,481,24,2020级,土木水利,0,1,2,2,1,4,3,5,3,2,3,3,3,3,4,2,2,1,1,3,2,4,2,2,2,4,2,2,4,2,3,4,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,-2,1,1,2,-2,1,散步,0.0,0.0,3.0,30.0,0.0,0.0,500.0,2.5,2.2,2.55,2.78,2.5,3.1,2.6,0.0,90.0,0.0,0.0,360.0,0.0,360.0,1,3
194,489,18,2021级,工科实验班电气信息类,0,1,3,3,2,3,2,3,1,2,4,2,1,2,2,1,1,2,2,2,2,4,4,2,1,2,4,2,3,3,4,2,2,3,3,4,1,2,3,2,1,4,2,3,2,3,2,2,2,1,2,4,3,4,3,2,2,2,3,3,2,2,5,4,2,3,3,1,1,1,1,1,1,2,跑步，骑自行车,2.0,30.0,7.0,60.0,7.0,60.0,,2.5,2.8,2.27,2.22,2.7,2.6,2.52,60.0,420.0,420.0,480.0,1680.0,1386.0,3546.0,3,3
195,494,19,2020级,财务管理,1,1,2,2,2,3,2,3,2,2,3,2,2,3,2,1,2,3,2,3,2,3,2,2,3,1,2,2,3,2,3,1,1,2,3,3,2,2,2,3,2,1,1,3,2,3,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,2,2,2,3,3,3,2,-2,2,-2,1,1,1,慢跑,0.0,0.0,0.0,0.0,5.0,60.0,180.0,2.42,2.8,3.0,2.78,3.1,2.5,2.76,0.0,0.0,300.0,0.0,0.0,990.0,990.0,2,3
196,498,21,2019,数字艺术,0,1,1,2,2,4,1,3,3,2,1,1,2,2,1,1,1,2,1,3,3,3,4,5,1,1,3,3,4,4,2,4,4,4,4,2,3,4,1,1,1,5,1,1,1,2,4,1,2,1,1,2,5,3,1,3,1,1,1,4,4,2,1,4,2,2,5,2,-2,1,1,1,1,1,羽毛球,0.0,0.0,5.0,60.0,7.0,30.0,300.0,3.0,1.7999999999999998,2.64,2.22,2.6,3.2,2.6,0.0,300.0,210.0,0.0,1200.0,693.0,1893.0,2,3
198,503,18,2019,环境生态工程,1,0,2,2,2,4,3,2,2,2,2,3,4,4,4,2,2,2,2,4,1,4,2,3,1,2,2,2,2,2,4,3,2,2,2,4,2,2,3,3,2,2,2,4,2,3,2,4,3,2,4,4,4,4,3,2,2,2,4,2,3,3,2,2,3,3,2,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,7.0,30.0,300.0,2.25,2.3,2.55,2.11,2.2,2.6,2.34,0.0,0.0,210.0,0.0,0.0,693.0,693.0,2,3
199,505,22,2020,土木水利,0,0,1,2,3,3,3,3,1,2,3,2,2,2,2,2,4,1,2,2,2,2,2,3,2,4,3,3,2,2,3,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,羽毛球,3.0,120.0,3.0,40.0,7.0,40.0,420.0,2.67,3.1,2.82,2.78,2.6,3.0,2.82,360.0,120.0,280.0,2880.0,480.0,924.0,4284.0,3,2
200,508,22,21,工程财务与造价管理,1,1,2,2,1,3,2,2,2,3,3,2,2,3,2,2,2,2,3,3,3,2,2,2,3,4,4,3,2,2,2,2,2,3,3,3,2,2,4,4,2,2,2,3,2,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,4,2,4,5,4,2,-2,1,1,1,1,2,散步,0.0,0.0,6.0,20.0,4.0,40.0,,2.08,2.7,2.64,2.89,2.3,2.0,2.42,0.0,120.0,160.0,0.0,480.0,528.0,1008.0,2,3
203,513,18,大一,电气与信息大类,1,1,3,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,4,2,2,2,3,1,1,2,2,1,1,2,3,1,3,1,2,2,2,1,2,1,2,1,3,1,2,1,4,3,2,3,4,2,3,2,2,3,2,2,2,2,2,3,2,3,4,2,1,1,1,1,1,1,1,力量训练,4.0,60.0,7.0,20.0,5.0,30.0,360.0,2.83,2.7,3.0,2.78,3.2,2.9,2.9,240.0,140.0,150.0,1920.0,560.0,495.0,2975.0,3,2
204,515,23,硕士一年级,工业工程与管理,0,1,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,2,2,2,1,2,2,2,2,2,2,4,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,-2,1,健身,6.0,30.0,7.0,30.0,0.0,0.0,500.0,2.83,3.1,3.09,3.1100000000000003,2.9,3.4,3.06,180.0,210.0,0.0,1440.0,840.0,0.0,2280.0,3,2
205,522,23,2020级,土木水利,1,1,2,2,1,4,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,1,1,2,走路,0.0,0.0,0.0,0.0,7.0,60.0,,2.83,2.9,3.0,2.89,3.0,3.0,2.94,0.0,0.0,420.0,0.0,0.0,1386.0,1386.0,2,3
206,524,18,2020级,土木类建筑工程方向,1,1,4,3,2,3,2,2,2,3,2,2,1,4,1,1,2,4,2,3,2,1,2,3,1,2,2,2,2,4,2,3,2,2,1,2,2,2,4,1,3,1,2,2,2,4,4,2,2,2,4,4,3,3,3,2,2,2,2,2,4,2,2,2,3,4,4,1,1,1,1,1,1,1,慢跑，网球,3.0,20.0,7.0,10.0,7.0,30.0,240.0,3.0,2.2,3.3600000000000003,2.44,2.3,2.2,2.61,60.0,70.0,210.0,480.0,280.0,693.0,1453.0,2,2
207,529,24,2020,管理科学与工程,1,0,2,2,3,3,2,2,1,1,2,1,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,慢跑,1.0,20.0,3.0,3.0,4.0,50.0,400.0,3.0,3.2,3.09,3.0,3.0,3.0,3.05,20.0,9.0,200.0,160.0,36.0,660.0,856.0,2,3
209,535,21,2018,材料,1,1,2,3,3,5,1,4,2,2,3,2,2,1,1,2,3,2,3,2,4,4,4,3,2,3,2,2,2,2,2,3,2,2,2,2,1,4,5,5,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,4,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,HIT 跳舞 一些基础的力量训练,5.0,30.0,7.0,60.0,7.0,50.0,150.0,2.25,2.8,2.45,2.67,2.3,2.6,2.5,150.0,420.0,350.0,1200.0,1680.0,1155.0,4035.0,3,2
210,537,21,2018,材料化学,0,1,2,2,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,3,2,2,1,1,2,2,3,3,3,1,2,2,3,3,3,2,3,2,2,3,3,3,1,2,2,3,2,3,3,3,4,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.83,2.6,2.91,2.67,3.0,3.5,2.92,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1,3
212,543,19,2021级,工程与能源,0,1,2,2,3,3,2,2,2,1,3,2,2,2,1,1,1,4,4,1,2,3,2,3,2,3,3,4,2,1,3,1,3,5,2,2,2,2,3,5,2,1,2,2,2,3,2,2,4,2,1,3,3,2,5,2,2,1,2,1,1,3,4,2,3,3,2,1,1,2,-2,1,1,1,跑步、篮球,3.0,30.0,0.0,0.0,7.0,25.0,600.0,1.83,3.1,3.09,2.67,2.8,2.5,2.65,90.0,0.0,175.0,720.0,0.0,577.5,1297.5,2,2
213,547,22,2017,物流工程与管理,1,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,跑步,2.0,15.0,7.0,20.0,7.0,40.0,540.0,2.83,2.9,3.0,3.0,2.7,3.0,2.9,30.0,140.0,280.0,240.0,560.0,924.0,1724.0,2,3
214,549,18,21级,经济学类,1,1,3,2,2,3,3,2,2,2,3,2,2,2,2,1,2,2,2,3,2,2,2,4,1,3,3,2,2,2,3,3,3,3,2,2,3,2,4,2,2,2,2,2,2,1,3,2,2,1,2,4,2,2,2,2,2,2,2,2,4,3,1,2,2,2,4,1,1,1,1,1,1,2,跑步,3.0,20.0,7.0,20.0,7.0,20.0,,2.75,2.6,3.27,2.33,2.1,3.1,2.71,60.0,140.0,140.0,480.0,560.0,462.0,1502.0,3,2
215,550,19,大一,管理与经济,1,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,跑步，走路,2.0,20.0,7.0,60.0,7.0,60.0,,2.17,1.9,2.73,2.22,2.2,2.5,2.29,40.0,420.0,420.0,320.0,1680.0,1386.0,3386.0,3,3
216,551,28,2021,物流工程与管理,0,1,1,2,2,4,3,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,4,3,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,2.0,30.0,7.0,40.0,500.0,2.83,2.9,2.82,2.78,2.7,2.8,2.81,0.0,60.0,280.0,0.0,240.0,924.0,1164.0,2,3
217,556,20,2020级,自动化专业,0,0,1,2,3,3,2,1,1,2,3,2,1,2,1,1,1,2,2,3,2,2,2,3,2,4,2,3,3,2,3,1,2,3,2,2,1,2,5,3,2,1,1,2,2,2,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,1,1,2,-2,1,1,2,散步 打球,1.0,90.0,0.0,0.0,6.0,50.0,,2.42,3.2,3.3600000000000003,2.67,2.3,3.0,2.82,90.0,0.0,300.0,720.0,0.0,990.0,1710.0,2,2
218,557,18,大一,管理与经济,0,1,2,2,2,3,2,3,2,1,3,3,1,2,2,1,2,3,2,4,1,2,2,3,2,3,3,2,2,2,3,1,1,2,2,2,1,2,2,3,3,2,1,2,3,2,1,2,3,2,3,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,排球，跑步,2.0,30.0,7.0,30.0,7.0,40.0,300.0,2.58,2.8,3.27,2.78,3.3,2.6,2.89,60.0,210.0,280.0,480.0,840.0,924.0,2244.0,2,3
219,560,21,2018级,公共管理,1,0,2,1,2,2,3,3,1,3,4,3,3,3,2,1,1,2,2,4,2,1,2,2,1,2,2,3,3,2,4,3,1,2,3,4,2,2,4,2,2,2,1,2,1,3,2,2,4,2,4,4,3,1,2,1,2,1,2,1,1,2,3,1,1,1,1,2,-2,1,1,1,1,1,散步,0.0,0.0,7.0,20.0,4.0,30.0,480.0,2.25,2.3,3.09,2.78,3.0,3.5,2.81,0.0,140.0,120.0,0.0,560.0,396.0,956.0,2,3
220,563,18,2021,环化与健康,0,1,2,2,2,5,1,1,1,1,3,1,1,1,1,3,3,3,3,1,3,1,2,1,2,4,1,1,1,1,3,1,3,3,4,1,1,2,5,4,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,3,1,3,2,2,4,2,1,1,1,1,3,2,-2,2,-2,1,1,1,跑步,0.0,0.0,0.0,0.0,5.0,30.0,,2.5,3.8,3.3600000000000003,3.22,2.3,3.5,3.1,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2,3
221,564,19,大一,电气与信息,0,1,2,3,3,2,2,4,2,2,3,2,3,3,1,1,1,2,1,3,2,2,2,3,1,4,2,1,2,2,3,1,2,2,2,4,2,2,5,3,2,1,1,3,4,2,2,3,4,1,3,3,2,1,3,1,3,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,跑步,3.0,30.0,7.0,30.0,7.0,60.0,480.0,2.67,2.7,3.45,2.89,2.2,3.3,2.87,90.0,210.0,420.0,720.0,840.0,1386.0,2946.0,3,2
223,567,22,2021级,物流工程与管理,1,1,2,2,2,2,2,3,2,2,2,3,2,1,2,1,2,3,1,2,2,2,3,3,2,3,1,2,3,2,3,1,3,2,2,3,3,2,4,3,3,1,1,1,2,1,1,1,3,1,3,4,2,1,3,1,1,1,1,1,1,2,2,2,3,4,2,2,-2,1,1,1,1,1,走路,0.0,0.0,7.0,30.0,7.0,20.0,120.0,2.75,2.8,3.18,2.89,3.1,2.9,2.94,0.0,210.0,140.0,0.0,840.0,462.0,1302.0,2,3
224,573,18,大一,环境,1,0,2,2,2,3,3,3,4,3,3,3,3,4,4,1,3,5,3,5,3,2,4,5,4,5,3,5,4,4,4,4,3,4,5,5,4,3,3,3,4,3,3,4,3,3,4,4,3,4,4,5,4,3,3,3,3,3,5,3,5,3,3,2,3,3,1,2,-2,2,-2,1,1,2,跑步,0.0,0.0,0.0,0.0,3.0,30.0,,1.5,1.1,2.0,1.2200000000000002,1.4,1.6,1.48,0.0,0.0,90.0,0.0,0.0,297.0,297.0,1,3
225,574,17,大一,管理与经济,1,0,2,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,2,3,3,4,2,3,2,3,3,3,4,3,4,4,4,2,4,2,2,3,3,3,3,3,1,2,3,4,3,3,3,3,3,5,3,2,3,3,3,4,4,3,1,1,1,1,1,1,1,跑步,7.0,60.0,7.0,30.0,7.0,30.0,600.0,1.92,2.5,1.73,2.22,2.0,1.9,2.03,420.0,210.0,210.0,3360.0,840.0,693.0,4893.0,3,2
226,580,19,20,自动化,1,1,2,3,2,4,2,2,2,3,1,2,2,3,1,2,2,1,1,3,3,2,3,2,1,4,3,1,3,2,3,4,4,3,2,3,3,2,4,1,2,1,3,3,2,2,2,3,1,2,3,3,3,2,1,3,4,2,4,3,4,3,2,1,1,1,3,2,-2,2,-2,1,1,2,步行、滑板,0.0,0.0,0.0,0.0,5.0,30.0,,3.17,2.2,3.09,2.11,1.6,3.3,2.61,0.0,0.0,150.0,0.0,0.0,495.0,495.0,2,3
227,584,24,2020级,土木水利,1,0,2,2,3,2,2,4,1,2,4,4,2,3,2,2,2,2,3,3,2,3,3,2,1,2,1,1,2,2,2,3,3,2,1,2,1,1,2,3,2,1,1,2,2,3,2,2,3,1,2,3,3,1,2,2,1,1,2,2,2,1,2,2,3,3,3,2,-2,2,-2,1,1,1,爬楼、跑步,0.0,0.0,0.0,0.0,7.0,20.0,480.0,2.58,2.7,3.18,2.89,2.9,3.1,2.89,0.0,0.0,140.0,0.0,0.0,462.0,462.0,1,3
228,598,23,研一,土木水利,1,0,1,2,2,4,2,4,1,2,4,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,1,1,1,1,1,跑步,0.0,0.0,1.0,40.0,3.0,40.0,300.0,2.67,2.7,2.82,3.0,3.0,3.0,2.85,0.0,40.0,120.0,0.0,160.0,396.0,556.0,1,3
229,600,23,2020,土木水利,0,0,1,2,3,3,2,3,2,2,3,3,2,3,3,1,2,2,2,3,3,2,2,3,3,3,3,2,2,2,3,1,2,2,3,2,3,2,5,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,3,1,1,1,1,1,1,1,篮球,2.0,90.0,5.0,20.0,7.0,10.0,500.0,2.33,2.6,2.82,2.44,2.3,2.4,2.48,180.0,100.0,70.0,1440.0,400.0,231.0,2071.0,2,2
230,602,19,21级,电气与信息类,0,0,1,2,3,2,2,3,2,1,2,2,1,2,1,1,1,3,1,2,1,2,3,2,1,1,3,1,1,2,3,3,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,3,3,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,-2,1,1,1,跑步,2.0,90.0,0.0,0.0,3.0,60.0,720.0,3.42,2.8,3.73,3.0,3.5,3.3,3.31,180.0,0.0,180.0,1440.0,0.0,594.0,2034.0,2,2
231,603,22,研二,土木水利,1,1,3,3,2,5,3,2,1,1,3,3,3,2,2,1,1,2,3,2,4,3,2,4,2,3,2,2,1,2,2,1,2,2,1,2,1,1,5,4,1,1,1,2,1,4,1,1,4,2,3,4,1,3,4,1,1,1,1,1,1,1,4,2,5,5,2,1,1,1,1,1,1,1,瑜伽,4.0,60.0,7.0,30.0,4.0,20.0,480.0,2.17,3.4,2.91,3.0,2.9,2.4,2.77,240.0,210.0,80.0,1920.0,840.0,264.0,3024.0,3,2
232,604,22,20级,土木水利,1,1,3,2,3,4,2,3,2,3,2,3,4,4,2,1,3,3,2,3,3,4,4,3,2,3,3,2,3,3,4,3,2,2,4,3,2,1,4,2,3,2,1,4,3,3,2,4,2,2,3,3,3,4,2,2,4,2,3,2,2,3,1,4,2,2,2,2,-2,2,-2,1,1,1,走路,0.0,0.0,0.0,0.0,3.0,15.0,540.0,2.33,2.3,2.64,2.11,2.0,2.3,2.29,0.0,0.0,45.0,0.0,0.0,148.5,148.5,1,3
